0.000	1.643934566682
0.001	1.642733591565
0.002	1.641534774888
0.003	1.640338110465
0.004	1.639143592135
0.005	1.637951213761
0.006	1.636760969230
0.007	1.635572852454
0.008	1.634386857366
0.009	1.633202977926
0.010	1.632021208114
0.011	1.630841541936
0.012	1.629663973420
0.013	1.628488496617
0.014	1.627315105602
0.015	1.626143794472
0.016	1.624974557347
0.017	1.623807388369
0.018	1.622642281705
0.019	1.621479231543
0.020	1.620318232091
0.021	1.619159277583
0.022	1.618002362273
0.023	1.616847480437
0.024	1.615694626375
0.025	1.614543794406
0.026	1.613394978873
0.027	1.612248174139
0.028	1.611103374589
0.029	1.609960574629
0.030	1.608819768688
0.031	1.607680951215
0.032	1.606544116678
0.033	1.605409259571
0.034	1.604276374404
0.035	1.603145455710
0.036	1.602016498043
0.037	1.600889495977
0.038	1.599764444106
0.039	1.598641337046
0.040	1.597520169430
0.041	1.596400935916
0.042	1.595283631178
0.043	1.594168249911
0.044	1.593054786832
0.045	1.591943236676
0.046	1.590833594197
0.047	1.589725854170
0.048	1.588620011389
0.049	1.587516060669
0.050	1.586413996841
0.051	1.585313814758
0.052	1.584215509292
0.053	1.583119075333
0.054	1.582024507790
0.055	1.580931801592
0.056	1.579840951686
0.057	1.578751953038
0.058	1.577664800633
0.059	1.576579489473
0.060	1.575496014581
0.061	1.574414370995
0.062	1.573334553776
0.063	1.572256557998
0.064	1.571180378757
0.065	1.570106011165
0.066	1.569033450353
0.067	1.567962691469
0.068	1.566893729680
0.069	1.565826560170
0.070	1.564761178139
0.071	1.563697578808
0.072	1.562635757413
0.073	1.561575709208
0.074	1.560517429464
0.075	1.559460913470
0.076	1.558406156531
0.077	1.557353153970
0.078	1.556301901127
0.079	1.555252393359
0.080	1.554204626039
0.081	1.553158594557
0.082	1.552114294320
0.083	1.551071720752
0.084	1.550030869292
0.085	1.548991735398
0.086	1.547954314541
0.087	1.546918602212
0.088	1.545884593915
0.089	1.544852285172
0.090	1.543821671521
0.091	1.542792748515
0.092	1.541765511725
0.093	1.540739956734
0.094	1.539716079145
0.095	1.538693874575
0.096	1.537673338656
0.097	1.536654467035
0.098	1.535637255378
0.099	1.534621699363
0.100	1.533607794685
0.101	1.532595537052
0.102	1.531584922191
0.103	1.530575945842
0.104	1.529568603759
0.105	1.528562891714
0.106	1.527558805490
0.107	1.526556340889
0.108	1.525555493726
0.109	1.524556259830
0.110	1.523558635046
0.111	1.522562615232
0.112	1.521568196262
0.113	1.520575374026
0.114	1.519584144424
0.115	1.518594503374
0.116	1.517606446807
0.117	1.516619970669
0.118	1.515635070920
0.119	1.514651743533
0.120	1.513669984496
0.121	1.512689789810
0.122	1.511711155493
0.123	1.510734077572
0.124	1.509758552093
0.125	1.508784575111
